Request Index,Request Time (Seconds),vendor1 API Available,vendor2 API Available,vendor3 API Available,vendor1 Is Down,vendor2 Is Down,vendor3 Is Down,vendor1 CTM Success Percent,vendor2 CTM Success Percent,vendor3 CTM Success Percent,vendor1 FTM Failure Percent,vendor2 FTM Failure Percent,vendor3 FTM Failure Percent,vendor1 Traffic Ratio,vendor2 Traffic Ratio,vendor3 Traffic Ratio,Vendors tried
7876,9819,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7877,9819,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7878,9819,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7879,9819,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7880,9820,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7881,9823,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7882,9824,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7883,9826,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7884,9828,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7885,9829,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7886,9830,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7887,9833,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7888,9838,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7889,9839,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7890,9839,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7891,9840,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7892,9842,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7893,9842,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7894,9844,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7895,9846,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7896,9851,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7897,9855,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7898,9856,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7899,9857,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7900,9859,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7901,9859,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7902,9861,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7903,9864,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7904,9867,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7905,9868,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7906,9871,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7907,9872,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7908,9873,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7909,9874,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7910,9877,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7911,9883,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7912,9883,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7913,9884,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7914,9885,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7915,9886,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7916,9887,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7917,9889,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7918,9899,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7919,9905,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7920,9907,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7921,9916,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7922,9917,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7923,9919,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7924,9923,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7925,9932,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7926,9934,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7927,9942,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7928,9948,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7929,9950,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7930,9951,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7931,9957,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7932,9977,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7933,9984,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7934,9992,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7935,9996,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7936,9997,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7937,10033,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7938,10049,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7939,10055,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7940,10069,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7941,10075,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7942,10082,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7943,10083,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7944,10084,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
7945,10085,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7946,10088,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7947,10088,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
7948,10088,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7949,10091,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7950,10094,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7951,10098,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7952,10099,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7953,10100,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
7954,10101,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7955,10101,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7956,10104,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7957,10106,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7958,10112,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7959,10115,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7960,10116,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
7961,10118,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
7962,10123,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7963,10125,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7964,10127,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7965,10128,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
7966,10128,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7967,10131,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7968,10132,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
7969,10135,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7970,10135,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7971,10135,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7972,10136,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7973,10139,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
7974,10139,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
7975,10141,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7976,10141,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7977,10143,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7978,10143,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7979,10143,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7980,10146,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7981,10147,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7982,10147,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7983,10149,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7984,10150,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7985,10151,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7986,10151,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7987,10154,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7988,10154,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7989,10156,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7990,10160,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7991,10162,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7992,10163,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7993,10163,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7994,10165,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
7995,10165,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7996,10166,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7997,10166,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7998,10168,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
7999,10169,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8000,10170,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
8001,10172,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8002,10172,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8003,10172,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8004,10174,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8005,10175,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8006,10176,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
8007,10177,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8008,10178,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8009,10178,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8010,10179,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8011,10180,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
8012,10181,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8013,10181,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8014,10181,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8015,10182,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8016,10182,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8017,10183,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8018,10184,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8019,10184,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8020,10185,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8021,10185,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8022,10185,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8023,10186,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8024,10186,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8025,10187,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8026,10187,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8027,10188,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8028,10189,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8029,10190,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8030,10192,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
8031,10192,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8032,10193,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
8033,10194,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8034,10195,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8035,10196,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8036,10197,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8037,10198,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8038,10199,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8039,10200,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8040,10200,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8041,10202,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8042,10202,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8043,10203,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
8044,10205,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
8045,10205,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
8046,10205,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8047,10205,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8048,10205,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8049,10205,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
8050,10206,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8051,10207,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8052,10208,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8053,10210,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8054,10210,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8055,10210,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8056,10211,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8057,10212,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8058,10212,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8059,10212,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8060,10214,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8061,10214,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8062,10215,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8063,10216,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
8064,10217,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8065,10218,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8066,10218,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
8067,10219,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8068,10219,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8069,10220,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8070,10221,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
8071,10223,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8072,10224,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8073,10225,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8074,10226,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8075,10226,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8076,10229,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8077,10229,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8078,10229,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8079,10229,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
8080,10230,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8081,10230,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8082,10230,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8083,10231,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8084,10232,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
8085,10233,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8086,10233,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8087,10234,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
8088,10235,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8089,10235,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8090,10236,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8091,10236,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8092,10237,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
8093,10237,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8094,10237,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8095,10238,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8096,10238,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8097,10239,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
8098,10239,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8099,10241,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8100,10242,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8101,10244,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8102,10245,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8103,10245,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
8104,10246,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8105,10247,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
8106,10249,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8107,10250,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8108,10252,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8109,10253,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8110,10254,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8111,10254,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8112,10255,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8113,10255,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8114,10255,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
8115,10255,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8116,10255,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8117,10256,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8118,10256,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8119,10258,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8120,10258,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8121,10258,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8122,10258,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
8123,10259,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
8124,10259,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8125,10259,True,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8126,10261,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
8127,10261,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8128,10262,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8129,10263,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
8130,10264,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8131,10266,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
8132,10267,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8133,10269,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8134,10271,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8135,10271,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8136,10272,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8137,10273,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8138,10276,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8139,10276,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8140,10279,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8141,10280,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8142,10280,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8143,10282,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8144,10283,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8145,10287,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8146,10289,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
8147,10291,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
8148,10292,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8149,10293,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8150,10294,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8151,10295,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
8152,10296,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
8153,10297,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8154,10298,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8155,10303,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8156,10305,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8157,10306,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
8158,10310,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8159,10311,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
8160,10312,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
