Request Index,Request Time (Seconds),vendor1 API Available,vendor2 API Available,vendor3 API Available,vendor1 Is Down,vendor2 Is Down,vendor3 Is Down,vendor1 CTM Success Percent,vendor2 CTM Success Percent,vendor3 CTM Success Percent,vendor1 FTM Failure Percent,vendor2 FTM Failure Percent,vendor3 FTM Failure Percent,vendor1 Traffic Ratio,vendor2 Traffic Ratio,vendor3 Traffic Ratio,Vendors tried
3978,4739,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
3979,4741,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
3980,4745,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
3981,4747,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
3982,4749,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
3983,4749,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
3984,4749,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
3985,4749,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
3986,4749,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
3987,4752,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
3988,4752,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
3989,4752,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
3990,4754,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
3991,4757,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
3992,4758,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
3993,4758,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
3994,4760,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
3995,4762,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
3996,4762,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
3997,4764,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
3998,4765,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
3999,4766,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4000,4767,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4001,4771,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4002,4771,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4003,4772,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4004,4772,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4005,4779,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4006,4779,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4007,4781,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4008,4783,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4009,4788,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4010,4791,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4011,4791,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4012,4793,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4013,4796,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4014,4798,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4015,4800,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4016,4800,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4017,4800,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4018,4801,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4019,4801,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4020,4804,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4021,4805,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4022,4807,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4023,4807,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4024,4808,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4025,4809,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4026,4809,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4027,4811,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4028,4812,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4029,4812,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4030,4813,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4031,4813,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4032,4814,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4033,4814,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4034,4815,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4035,4815,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4036,4817,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4037,4818,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4038,4818,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4039,4818,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4040,4818,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4041,4819,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4042,4819,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4043,4821,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4044,4822,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4045,4822,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4046,4823,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4047,4823,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4048,4824,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4049,4824,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4050,4825,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4051,4825,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4052,4826,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4053,4826,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4054,4826,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4055,4826,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4056,4830,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4057,4831,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4058,4831,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4059,4832,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4060,4832,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4061,4832,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4062,4832,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4063,4833,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4064,4833,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4065,4834,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4066,4834,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4067,4835,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4068,4837,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4069,4837,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4070,4838,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4071,4838,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4072,4841,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4073,4841,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4074,4843,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4075,4843,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4076,4844,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4077,4844,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4078,4846,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4079,4846,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4080,4846,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4081,4847,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4082,4847,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4083,4847,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4084,4849,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4085,4849,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4086,4850,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4087,4850,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4088,4852,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4089,4853,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4090,4855,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4091,4855,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4092,4856,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4093,4856,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4094,4856,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4095,4856,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4096,4857,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4097,4857,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4098,4858,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4099,4859,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4100,4859,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4101,4859,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4102,4860,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4103,4864,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4104,4867,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4105,4869,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4106,4873,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4107,4876,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4108,4876,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4109,4881,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4110,4883,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4111,4883,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4112,4887,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4113,4889,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4114,4891,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4115,4894,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4116,4895,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4117,4896,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4118,4896,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4119,4897,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4120,4897,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4121,4898,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4122,4899,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4123,4904,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4124,4907,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4125,4907,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4126,4909,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4127,4910,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4128,4910,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4129,4911,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4130,4914,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2
4131,4919,False,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4132,4921,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4133,4921,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4134,4923,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4135,4923,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4136,4925,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4137,4925,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4138,4925,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4139,4927,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4140,4928,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4141,4929,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4142,4929,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4143,4930,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4144,4930,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4145,4930,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4146,4931,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4147,4931,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4148,4932,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4149,4932,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4150,4936,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4151,4936,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4152,4937,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4153,4937,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4154,4937,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4155,4937,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4156,4938,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4157,4938,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4158,4938,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4159,4939,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4160,4940,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4161,4940,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4162,4940,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4163,4940,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4164,4942,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4165,4943,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4166,4944,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4167,4945,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4168,4946,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4169,4947,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4170,4948,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4171,4951,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4172,4951,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4173,4952,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4174,4952,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4175,4953,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4176,4953,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4177,4956,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4178,4957,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4179,4958,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4180,4960,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4181,4963,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4182,4964,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4183,4964,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4184,4966,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4185,4966,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4186,4967,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4187,4971,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4188,4972,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4189,4972,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4190,4972,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4191,4973,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4192,4974,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4193,4974,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4194,4974,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4195,4975,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4196,4976,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4197,4976,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4198,4978,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4199,4978,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4200,4983,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4201,4983,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4202,4986,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4203,4987,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4204,4988,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
4205,4991,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4206,4992,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
4207,4992,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4208,4993,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4209,4995,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4210,4998,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
4211,4999,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4212,5000,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4213,5005,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4214,5006,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4215,5007,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4216,5008,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4217,5009,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4218,5010,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4219,5013,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4220,5014,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4221,5021,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
4222,5021,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4223,5023,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4224,5024,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
4225,5025,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
4226,5027,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
4227,5028,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4228,5031,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4229,5033,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2|vendor3
4230,5035,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4231,5036,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4232,5038,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4233,5038,False,False,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1|vendor2|vendor3
4234,5042,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4235,5043,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4236,5044,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4237,5044,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4238,5045,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4239,5045,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4240,5045,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4241,5046,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4242,5047,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4243,5052,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4244,5053,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4245,5054,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4246,5056,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4247,5058,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4248,5059,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor2
4249,5059,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
4250,5059,True,True,True,False,False,False,100,100,100,0,0,0,0.8,0.2,0.0,vendor1
